age,height_cm,weight_kg,body fat_%,diastolic,systolic,gripForce,sit and bend forward_cm,sit-ups counts,broad jump_cm
30.0,185.5,76,12.6,74.0,129.0,41.0,8.7,39.0,183.0
47.0,155.5,49,20.8,71.0,115.0,25.1,23.4,55.0,166.0
39.0,160.6,69,39.5,73.0,126.0,24.9,15.5,30.0,152.0
32.0,171.1,55,10.06304,80.0,134.0,40.5,15.4,49.0,229.0
39.0,164.9,52,15.7,53.0,91.0,22.2,12.7,32.0,185.0
33.0,169.3,75,21.7,77.0,136.0,37.6,9.2,43.0,209.0
30.0,184.0,87,19.6,82.0,126.0,57.0,17.5,52.0,252.0
24.0,158.3,52,32.8,72.0,120.0,26.6,18.0,43.0,170.0
60.0,159.0,64,26.3,78.0,123.0,40.3,13.9,31.0,185.0
26.0,169.9,53,18.3,65.0,123.0,20.0,14.0,45.0,205.0
44.0,170.3,76,30.3,83.0,123.0,39.2,16.5,12.0,140.0
21.0,177.7,63,12.1,71.0,132.0,40.2,13.5,53.0,230.0
58.0,175.0,73,22.2,74.0,120.0,45.1,9.5,33.0,197.0
22.0,187.3,109,39.3,79.0,141.0,36.2,17.5,1.0,211.0
28.0,177.7,83,18.2,94.0,143.0,46.0,16.7,59.0,226.0
31.0,176.5,85,32.0,96.0,159.0,46.2,3.7,44.0,175.0
22.0,171.4,59,14.9,75.0,136.0,37.8,9.4,50.0,199.0
28.0,164.6,70,20.8,94.0,135.0,48.2,15.5,56.0,212.0
23.0,163.0,63,27.9,75.0,125.0,31.5,29.5,43.0,174.0
50.0,159.9,59,25.2,84.0,140.0,28.7,25.8,32.0,170.0
42.0,180.5,79,23.6,91.0,137.0,40.7,-3.9,21.0,194.0
23.0,158.3,61,31.9,85.0,129.0,33.6,28.5,42.0,180.0
58.0,170.9,59,12.9,60.0,105.0,41.9,13.8,28.0,197.0
39.0,175.5,72,13.4,80.0,120.0,46.9,6.8,45.0,201.0
24.0,159.3,72,42.1,88.0,131.0,1.6,16.4,39.0,139.0
22.0,161.5,48,18.3,71.0,110.0,23.0,19.3,55.0,160.0
57.0,175.8,59,18.8,99.0,158.0,37.8,11.8,33.0,180.0
22.0,166.8,57,13.0,96.0,126.0,33.0,8.1,47.0,225.0
64.0,170.0,65,19.2,97.0,157.0,35.8,5.8,22.0,162.0
22.0,161.8,52,20.3,70.0,125.0,26.9,25.6,67.0,192.0
55.0,148.6,52,37.5,89.0,140.0,20.5,15.0,24.0,105.0
33.0,167.4,62,15.2,99.0,132.0,44.5,18.0,58.0,183.0
59.0,162.7,49,20.3,67.0,130.0,24.8,14.5,0.0,130.0
23.0,167.8,59,21.3,65.0,115.0,23.6,23.7,40.0,176.0
59.0,166.1,68,25.9,83.0,158.0,43.1,19.2,23.0,153.0
29.0,170.4,68,10.5,70.0,139.0,40.3,24.6,57.0,235.0
29.0,176.9,63,11.3,74.0,130.0,37.3,12.1,44.0,244.0
27.0,173.7,73,10.9,52.0,114.0,48.0,10.1,60.0,242.0
35.0,180.1,98,30.3,85.0,146.0,45.3,7.1,54.0,184.0
28.0,175.6,76,20.6,68.0,110.0,53.2,8.7,57.0,217.0
24.0,172.4,60,18.5,75.0,143.0,32.9,-2.4,48.0,186.0
23.0,171.5,92,33.4,88.0,107.0,46.9,21.8,30.0,222.0
52.0,154.1,60,33.0,85.0,154.0,27.0,24.2,25.0,141.0
50.0,160.4,67,36.4,61.0,115.0,31.2,17.4,25.0,137.0
39.0,176.1,73,19.8,99.0,155.0,42.9,17.8,36.0,217.0
24.0,169.6,67,16.4,60.0,110.0,43.7,2.4,32.0,207.0
55.0,167.3,78,27.8,78.0,136.0,42.5,8.2,30.0,148.0
41.0,171.7,73,23.5,79.0,121.0,40.4,17.8,32.0,202.0
21.0,164.5,44,19.4,69.0,108.0,23.6,15.1,33.0,169.0
40.0,174.5,77,29.3,82.0,123.0,29.3,8.4,35.0,159.0
25.0,177.8,68,17.0,98.0,146.0,40.9,19.0,41.0,191.0
22.0,167.9,66,33.1,87.0,136.0,33.3,27.7,51.0,176.0
36.0,172.3,87,29.6,80.0,137.0,40.6,12.5,41.0,200.0
37.0,170.6,83,33.9,79.0,137.0,34.7,17.2,51.0,159.0
25.0,161.5,67,30.0,85.0,122.0,28.0,11.7,39.0,112.0
24.0,158.5,51,28.9,74.0,130.0,25.9,17.6,50.0,153.0
44.0,161.2,54,22.4,74.0,150.0,27.0,18.9,42.0,159.0
23.0,182.3,80,18.9,72.0,114.0,44.0,3.0,31.0,175.0
52.0,171.7,73,28.3,81.0,129.0,41.9,1.2,31.0,184.0
29.0,161.6,56,28.2,81.0,140.0,30.5,13.3,40.0,181.0
33.0,164.6,63,13.6,83.0,142.0,49.9,20.0,64.0,240.0
21.0,167.5,63,12.4,85.0,134.0,40.4,15.7,59.0,234.0
23.0,165.6,58,32.0,74.0,117.0,29.3,13.7,24.0,156.0
61.0,157.6,56,36.5,88.0,159.0,21.7,20.8,20.0,121.0
24.0,167.2,56,13.3,69.0,110.0,32.8,24.4,52.0,229.0
32.0,175.9,77,20.7,63.0,123.0,54.6,14.9,40.0,226.0
44.0,165.4,59,18.6,81.0,117.0,33.6,12.2,48.0,225.0
23.0,168.9,58,26.7,64.0,108.0,26.4,20.5,31.0,174.0
38.0,166.5,59,14.4,71.0,124.0,41.5,13.8,39.0,213.0
21.0,172.1,59,21.6,61.0,100.0,30.6,21.0,53.0,182.0
23.0,167.2,68,17.5,90.0,135.0,36.6,11.0,48.0,236.0
24.0,173.1,60,12.0,66.0,117.0,29.3,10.2,62.0,239.0
60.0,165.3,66,22.3,84.0,155.0,33.9,12.8,35.0,174.0
49.0,154.0,60,33.7,87.0,145.0,18.3,12.3,31.0,151.0
52.0,155.7,50,29.7,93.0,159.0,22.4,20.2,14.0,126.0
26.0,168.5,76,24.9,96.0,146.0,39.1,19.0,59.0,227.0
28.0,179.8,83,15.8,80.0,120.0,44.1,24.4,43.0,188.0
55.0,146.3,49,31.9,85.0,156.0,25.6,22.7,23.0,114.0
30.0,176.7,79,15.3,80.0,120.0,49.3,28.9,62.0,222.0
22.0,177.6,71,19.2,65.0,108.0,41.6,10.2,48.0,199.0
29.0,180.1,72,13.8,91.0,155.0,48.4,15.2,52.0,223.0
57.0,155.8,52,32.3,70.0,135.0,19.3,20.6,28.0,137.0
25.0,160.2,42,17.5,73.0,113.0,21.6,19.1,5.0,124.0
28.0,177.9,59,13.1,90.0,143.0,40.9,23.0,70.0,247.0
24.0,172.4,67,14.4,83.0,155.0,49.7,22.6,59.0,236.0
49.0,165.7,55,27.8,75.0,133.0,26.5,23.1,28.0,152.0
21.0,180.9,77,16.1,92.0,153.0,43.6,9.1,43.0,215.0
38.0,182.0,91,27.5,76.0,129.0,54.5,15.2,50.0,218.0
28.0,174.3,81,20.8,74.0,118.0,44.5,11.6,40.0,186.0
21.0,154.6,54,35.2,78.0,116.0,24.4,25.5,44.0,155.0
38.0,166.2,62,18.8,75.0,139.0,50.6,19.7,62.0,228.0
59.0,162.9,61,32.6,82.0,123.0,29.7,19.5,0.0,0.0
37.0,168.6,62,19.9,80.0,121.0,43.8,4.6,52.0,190.0
59.0,154.7,60,37.3,91.0,149.0,26.7,20.5,25.0,148.0
48.0,169.5,70,24.3,80.0,126.0,41.1,5.3,39.0,222.0
21.0,158.6,47,21.2,72.0,104.0,18.5,20.2,38.0,173.0
41.0,178.3,86,22.3,78.0,131.0,42.7,8.5,42.0,223.0
27.0,169.9,73,12.9,60.0,121.0,50.4,19.5,65.0,226.0
61.0,176.5,77,27.6,80.0,150.0,41.4,-19.7,12.0,140.0
27.0,175.7,78,19.7,80.0,120.0,45.6,6.7,46.0,203.0
25.0,159.4,53,26.5,70.0,108.0,27.5,10.9,49.0,146.0
34.0,177.6,80,22.6,97.0,127.0,40.3,9.1,44.0,234.0
29.0,169.5,81,20.9,86.0,151.0,42.7,19.5,44.0,251.0
56.0,164.0,68,22.3,92.0,144.0,41.2,10.8,44.0,199.0
26.0,174.1,79,23.4,69.0,127.0,49.1,15.0,46.0,193.0
23.0,177.2,68,20.5,78.0,138.0,49.7,8.8,35.0,193.0
28.0,163.0,48,20.6,64.0,108.0,22.9,15.5,35.0,170.0
22.0,158.7,57,16.4,69.0,132.0,45.7,11.1,53.0,226.0
50.0,174.0,75,26.0,93.0,138.0,38.3,22.8,28.0,227.0
22.0,158.0,53,28.5,89.0,127.0,22.4,22.8,40.0,153.0
47.0,160.2,52,24.6,65.0,127.0,24.9,22.1,28.0,165.0
25.0,178.2,74,21.3,80.0,130.0,48.3,16.3,52.0,230.0
23.0,171.2,65,10.4,66.0,122.0,40.0,12.4,60.0,237.0
23.0,162.2,60,28.0,57.0,100.0,27.4,20.0,38.0,157.0
24.0,175.1,81,27.0,85.0,137.0,40.4,9.5,39.0,192.0
22.0,169.0,63,27.6,77.0,115.0,25.8,24.8,61.0,212.0
21.0,165.7,51,19.1,80.0,120.0,37.5,19.7,42.0,196.0
27.0,166.0,54,29.1,75.0,134.0,22.4,24.6,29.0,179.0
25.0,181.2,90,20.0,90.0,144.0,53.6,17.8,55.0,232.0
21.0,162.8,53,27.5,71.0,118.0,22.5,20.8,39.0,190.0
53.0,176.6,86,20.8,89.0,133.0,42.2,10.9,60.0,192.0
27.0,181.2,68,21.2,68.0,131.0,34.8,-2.2,45.0,215.0
21.0,170.0,56,16.1,80.0,120.0,43.6,24.0,42.0,230.0
21.0,179.0,91,24.3,70.0,126.0,44.8,17.8,35.0,180.0
24.0,174.1,86,23.6,74.0,105.0,51.1,18.9,43.0,223.0
28.0,159.8,62,34.3,96.0,130.0,29.0,22.0,41.0,164.0
44.0,171.2,74,16.2,76.0,116.0,43.0,8.4,49.0,210.0
21.0,162.5,50,27.7,79.0,109.0,17.8,12.8,29.0,159.0
38.0,179.8,82,24.6,94.0,134.0,42.2,-2.1,40.0,204.0
49.0,174.0,73,22.1,83.0,146.0,42.0,20.2,44.0,218.0
62.0,163.6,57,22.3,82.0,130.0,34.2,17.0,23.0,185.0
24.0,172.6,73,18.8,75.0,129.0,44.8,17.4,59.0,238.0
55.0,171.1,76,24.4,91.0,159.0,42.7,9.3,30.0,160.0
28.0,171.7,77,14.0,85.0,132.0,59.1,19.7,53.0,257.0
52.0,162.4,58,17.4,83.0,144.0,38.3,9.8,37.0,198.0
24.0,178.0,79,12.5,82.0,146.0,52.7,20.4,66.0,265.0
28.0,175.2,68,20.0,92.0,155.0,39.9,23.9,55.0,230.0
36.0,174.8,72,17.0,66.0,141.0,41.6,22.1,54.0,239.0
60.0,164.6,78,34.3,77.0,135.0,36.8,-8.4,15.0,174.0
60.0,162.7,62,20.8,78.0,129.0,35.9,3.5,32.0,195.0
25.0,173.8,61,23.5,60.0,115.0,27.9,24.0,41.0,163.0
50.0,174.7,65,17.6,86.0,147.0,32.9,17.6,38.0,212.0
21.0,173.3,74,25.5,82.0,136.0,41.2,0.9,50.0,212.0
42.0,160.0,51,21.2,72.0,112.0,21.8,26.2,34.0,161.0
22.0,175.3,80,17.2,80.0,121.0,47.0,7.4,47.0,237.0
33.0,178.0,67,16.7,74.0,139.0,46.5,15.8,53.0,221.0
30.0,175.7,69,15.5,76.0,136.0,45.3,16.9,45.0,211.0
21.0,175.7,71,12.8,61.0,118.0,46.6,25.0,62.0,262.0
42.0,165.4,49,24.4,67.0,119.0,22.8,16.0,27.0,125.0
23.0,171.0,85,23.3,97.0,150.0,51.2,8.2,42.0,241.0
43.0,165.3,66,27.8,77.0,130.0,32.6,17.9,35.0,164.0
63.0,164.8,71,25.8,97.0,148.0,45.9,21.4,28.0,157.0
32.0,171.0,78,23.2,76.0,124.0,35.2,7.5,57.0,225.0
27.0,168.9,66,20.7,60.0,110.0,47.6,18.4,54.0,229.0
58.0,158.9,57,35.1,79.0,132.0,24.4,22.4,25.0,135.0
21.0,174.1,77,18.9,87.0,159.0,39.0,5.5,34.0,228.0
64.0,168.5,66,20.0,78.0,123.0,22.4,0.4,23.0,128.0
59.0,173.0,67,20.9,86.0,160.0,40.5,14.9,41.0,208.0
33.0,165.7,78,23.1,73.0,133.0,53.2,9.9,45.0,213.0
28.0,165.2,58,31.6,74.0,129.0,30.4,26.6,33.0,164.0
22.0,170.7,72,23.8,72.0,136.0,46.0,20.7,49.0,226.0
21.0,157.3,48,25.7,69.0,123.0,27.9,28.4,43.0,196.0
25.0,171.7,61,11.0,70.0,135.0,44.6,0.7,37.0,207.0
24.0,178.6,67,13.4,80.0,128.0,49.4,19.6,55.0,212.0
21.0,161.7,63,32.8,86.0,116.0,30.0,23.7,41.0,180.0
46.0,174.3,72,23.1,79.0,133.0,40.9,5.8,19.0,190.0
22.0,163.0,54,19.2,69.0,115.0,31.6,30.9,36.0,170.0
35.0,173.1,74,16.6,83.0,142.0,46.9,24.3,59.0,215.0
24.0,172.4,65,29.3,65.0,115.0,32.6,19.8,40.0,177.0
22.0,160.0,54,22.7,75.0,118.0,20.5,12.8,32.0,164.0
40.0,182.9,77,14.4,78.0,131.0,46.4,20.3,49.0,233.0
43.0,168.0,68,29.6,77.0,108.0,45.4,21.6,34.0,225.0
29.0,158.5,53,23.1,78.0,138.0,28.4,19.2,43.0,169.0
55.0,168.0,63,18.3,69.0,116.0,38.7,17.5,34.0,195.0
21.0,170.4,107,42.1,85.0,136.0,49.5,5.9,37.0,200.0
21.0,162.4,62,33.9,69.0,121.0,29.3,22.2,41.0,185.0
40.0,164.0,79,31.1,85.0,142.0,29.0,3.2,35.0,181.0
23.0,172.1,75,20.8,70.0,119.0,39.8,16.1,50.0,231.0
33.0,172.6,79,32.8,84.0,141.0,39.9,16.1,51.0,200.0
64.0,164.2,63,17.5,80.0,159.0,37.3,19.1,29.0,168.0
23.0,169.4,48,21.5,83.0,117.0,18.6,22.2,27.0,138.0
26.0,170.9,70,18.4,64.0,130.0,44.7,16.1,53.0,219.0
21.0,149.9,48,31.2,65.0,117.0,22.5,23.0,42.0,162.0
60.0,172.7,78,21.2,81.0,120.0,43.7,16.8,37.0,190.0
50.0,174.0,80,28.9,93.0,151.0,41.3,3.2,27.0,191.0
28.0,160.8,54,28.3,73.0,127.0,33.3,16.4,46.0,166.0
52.0,153.8,61,30.1,96.0,154.0,23.6,19.4,24.0,143.0
31.0,174.5,74,22.3,87.0,129.0,40.0,23.0,37.0,211.0
36.0,159.6,47,25.2,68.0,106.0,18.1,21.2,31.0,148.0
28.0,169.7,64,15.9,81.0,132.0,44.3,18.0,57.0,225.0
61.0,153.4,49,33.6,70.0,127.0,25.7,24.8,26.0,120.0
24.0,181.8,66,12.6,85.0,128.0,41.7,13.3,46.0,236.0
56.0,184.6,90,26.5,90.0,135.0,48.1,-18.0,20.0,211.0
37.0,179.2,89,20.2,95.0,145.0,49.4,21.9,45.0,232.0
58.0,158.9,55,26.2,65.0,100.0,21.4,26.3,31.0,132.0
60.0,164.0,59,21.8,74.0,119.0,32.1,5.0,35.0,165.0
30.0,163.5,55,21.9,54.0,103.0,28.5,23.9,34.0,162.0
48.0,159.1,56,32.2,93.0,136.0,23.0,22.8,30.0,168.0
30.0,174.7,71,22.2,87.0,144.0,47.1,10.4,60.0,197.0
33.0,170.5,54,21.2,73.0,108.0,25.5,27.6,52.0,186.0
22.0,176.6,54,23.7,78.0,128.0,27.9,20.0,41.0,195.0
52.0,168.8,74,24.3,98.0,151.0,31.0,22.4,23.0,188.0
55.0,152.1,59,35.2,70.0,127.0,29.4,26.4,16.0,136.0
29.0,171.0,74,22.9,77.0,122.0,35.3,13.2,46.0,205.0
64.0,156.6,58,34.3,69.0,115.0,21.0,12.5,0.0,73.0
40.0,174.2,77,13.7,81.0,121.0,55.9,20.7,60.0,227.0
38.0,171.7,91,22.8,80.0,136.0,52.3,16.1,58.0,237.0
28.0,161.9,61,11.1,72.0,120.0,41.4,10.0,56.0,250.0
21.0,166.6,65,30.9,70.0,130.0,29.4,25.9,41.0,181.0
34.0,176.3,74,22.4,90.0,122.0,39.3,17.7,56.0,218.0
35.0,172.9,64,22.8,96.0,157.0,35.1,2.0,59.0,218.0
24.0,158.4,53,33.9,81.0,142.0,22.8,19.9,40.0,162.0
26.0,179.4,92,23.3,69.0,156.0,59.7,16.2,60.0,245.0
44.0,167.1,71,20.2,89.0,144.0,44.9,16.5,42.0,202.0
36.0,169.5,70,15.6,94.0,138.0,45.1,23.4,50.0,236.0
45.0,155.7,43,19.5,80.0,130.0,21.3,14.2,17.0,133.0
51.0,156.0,63,37.6,65.0,107.0,20.7,16.1,20.0,162.0
55.0,169.3,71,17.8,82.0,158.0,31.8,5.4,33.0,199.0
62.0,171.2,51,16.5,69.0,128.0,34.7,15.2,39.0,178.0
23.0,165.6,48,25.8,99.0,129.0,20.6,22.7,28.0,140.0
42.0,172.8,80,19.2,96.0,142.0,45.0,20.9,49.0,233.0
38.0,164.4,56,21.5,83.0,125.0,28.9,17.1,29.0,169.0
56.0,154.6,67,43.6,74.0,122.0,19.6,11.9,15.0,105.0
33.0,180.8,73,18.7,87.0,132.0,46.6,7.5,48.0,223.0
62.0,175.8,66,21.1,83.0,154.0,35.2,8.0,20.0,171.0
21.0,161.1,50,24.0,70.0,116.0,23.6,26.8,51.0,160.0
35.0,173.3,73,24.5,73.0,134.0,40.9,14.5,48.0,199.0
60.0,171.2,69,25.6,80.0,138.0,39.8,18.9,28.0,184.0
21.0,167.4,55,24.0,65.0,117.0,24.3,27.3,49.0,217.0
22.0,166.1,41,20.6,68.0,102.0,19.2,13.3,25.0,146.0
23.0,158.0,57,29.0,82.0,138.0,29.6,24.0,46.0,188.0
51.0,156.4,76,45.1,90.0,158.0,20.3,19.8,0.0,105.0
63.0,175.8,86,30.7,71.0,108.0,45.2,0.1,22.0,150.0
40.0,158.5,56,28.6,84.0,135.0,30.1,16.1,17.0,161.0
24.0,179.1,70,20.4,70.0,127.0,37.3,16.4,45.0,191.0
31.0,157.6,53,32.3,70.0,127.0,22.4,6.5,23.0,158.0
57.0,167.7,73,20.5,78.0,131.0,28.9,-4.5,27.0,139.0
33.0,181.6,73,14.6,68.0,119.0,45.1,18.9,55.0,230.0
54.0,160.7,59,17.2,92.0,139.0,41.5,19.5,51.0,206.0
22.0,172.9,72,11.9,79.0,132.0,50.0,20.4,56.0,234.0
23.0,175.1,82,18.7,74.0,142.0,56.8,11.1,58.0,217.0
59.0,166.3,77,27.9,77.0,117.0,27.5,14.5,15.0,162.0
38.0,171.0,69,18.8,61.0,136.0,47.0,18.3,48.0,220.0
28.0,175.5,86,34.4,91.0,148.0,44.2,9.0,56.0,167.0
62.0,161.7,58,30.7,91.0,155.0,24.9,19.2,36.0,145.0
30.0,178.0,91,30.2,81.0,141.0,37.2,-3.6,18.0,211.0
25.0,170.4,70,19.4,83.0,134.0,47.7,12.9,52.0,206.0
28.0,158.8,52,28.4,66.0,99.0,21.1,24.9,27.0,141.0
28.0,175.7,77,12.1,82.0,145.0,51.0,22.5,60.0,228.0
22.0,166.7,69,21.7,84.0,129.0,35.6,10.2,51.0,198.0
25.0,173.4,68,9.8,81.0,118.0,33.6,20.1,48.0,185.0
51.0,176.6,91,31.8,79.0,138.0,38.3,1.5,29.0,155.0
21.0,169.8,67,30.1,76.0,115.0,28.6,30.2,39.0,183.0
57.0,159.3,47,25.4,75.0,111.0,16.5,22.4,19.0,107.0
62.0,155.5,52,26.97343,73.0,114.0,25.0,22.4,30.0,148.0
27.0,167.0,74,26.3,87.0,131.0,41.2,13.8,51.0,196.0
64.0,155.9,51,30.2,93.0,137.0,20.9,22.2,25.0,107.0
22.0,177.1,63,11.1,70.0,143.0,47.6,12.3,55.0,250.0
62.0,148.8,57,33.6,72.0,137.0,19.5,15.5,19.0,118.0
48.0,144.5,51,36.2,76.0,129.0,22.3,14.0,30.0,108.0
49.0,171.9,76,19.3,93.0,145.0,55.5,13.0,35.0,205.0
22.0,169.3,67,19.3,81.0,127.0,40.6,10.8,58.0,191.0
36.0,177.3,82,22.0,76.0,129.0,57.5,20.6,48.0,214.0
26.0,174.2,70,24.7,107.0,149.0,36.7,23.1,39.0,215.0
25.0,176.1,77,17.0,77.0,133.0,52.8,14.6,55.0,224.0
52.0,163.0,55,22.0,80.0,133.0,27.2,20.9,32.0,154.0
31.0,181.1,75,9.8,75.0,136.0,56.0,14.4,63.0,234.0
60.0,156.5,61,31.2,64.0,113.0,21.9,18.9,13.0,108.0
41.0,162.3,65,28.7,85.0,128.0,27.9,1.9,32.0,163.0
21.0,171.4,70,21.8,67.0,130.0,32.3,24.6,54.0,197.0
60.0,173.3,74,26.1,87.0,156.0,42.6,7.8,32.0,198.0
27.0,170.8,68,14.7,74.0,129.0,43.8,21.8,59.0,238.0
25.0,162.4,55,26.4,76.0,117.0,33.4,23.0,45.0,172.0
26.0,160.8,66,39.4,76.0,126.0,19.0,16.7,17.0,132.0
29.0,171.0,59,21.5,65.0,109.0,26.5,16.7,44.0,171.0
21.0,172.9,67,25.7,93.0,143.0,33.0,-2.2,45.0,184.0
45.0,170.4,80,25.0,94.0,143.0,54.5,4.9,37.0,229.0
24.0,179.5,78,15.9,90.0,157.0,46.0,6.2,45.0,167.0
26.0,162.7,51,22.5,57.0,106.0,22.7,15.7,40.0,191.0
27.0,181.4,83,19.5,91.0,135.0,44.9,19.0,53.0,232.0
44.0,167.7,56,11.2,69.0,118.0,35.1,21.5,44.0,175.0
21.0,176.0,62,16.4,69.0,114.0,36.0,19.9,52.0,262.0
34.0,171.2,88,27.4,81.0,149.0,51.1,7.4,51.0,210.0
30.0,167.8,74,21.4,77.0,129.0,44.4,25.8,50.0,203.0
25.0,184.3,85,22.6,82.0,128.0,54.5,17.2,47.0,221.0
48.0,171.6,58,11.3,75.0,127.0,42.6,16.0,42.0,202.0
27.0,172.7,76,13.2,62.0,116.0,43.4,12.7,57.0,229.0
35.0,176.5,82,21.6,86.0,137.0,56.4,10.1,56.0,252.0
50.0,166.4,84,32.3,76.0,128.0,36.1,2.4,30.0,153.0
26.0,172.9,65,20.4,77.0,128.0,31.3,29.2,50.0,188.0
38.0,179.0,83,26.8,88.0,134.0,31.4,-14.1,32.0,182.0
34.0,171.1,66,13.8,77.0,135.0,40.4,17.9,55.0,245.0
25.0,160.7,59,29.0,72.0,134.0,26.3,14.6,42.0,197.0
28.0,171.4,79,18.7,64.0,136.0,46.6,22.9,66.0,258.0
54.0,166.0,62,12.1,79.0,139.0,45.6,18.2,48.0,234.0
58.0,154.8,51,40.3,81.0,138.0,22.8,18.4,17.0,112.0
25.0,175.9,81,27.8,75.0,133.0,48.6,14.9,56.0,211.0
22.0,169.5,61,28.4,80.0,127.0,28.7,14.9,52.0,176.0
60.0,168.0,59,21.1,84.0,158.0,37.2,15.9,37.0,191.0
21.0,165.9,71,33.0,76.0,131.0,27.5,25.1,34.0,180.0
58.0,168.4,63,23.0,70.0,133.0,33.5,4.3,24.0,186.0
28.0,174.2,75,16.6,74.0,117.0,54.8,12.0,52.0,240.0
26.0,172.6,75,17.1,75.0,122.0,40.7,17.2,52.0,240.0
27.0,189.2,78,11.6,79.0,136.0,49.1,13.6,49.0,248.0
50.0,180.8,93,25.2,94.0,151.0,41.0,9.6,29.0,200.0
41.0,170.4,63,27.2,87.0,127.0,27.5,25.8,41.0,168.0
60.0,164.0,54,14.2,67.0,125.0,25.4,15.6,20.0,159.0
21.0,170.5,64,13.2,78.0,138.0,48.1,19.8,73.0,290.0
60.0,154.6,73,39.7,75.0,142.0,19.8,9.8,11.0,98.0
21.0,155.7,44,19.0,73.0,122.0,28.8,22.6,35.0,184.0
50.0,166.0,61,31.4,80.0,139.0,22.1,16.8,18.0,130.0
53.0,167.3,72,21.5,90.0,138.0,44.2,17.6,47.0,208.0
24.0,175.5,72,7.4,66.0,140.0,48.6,25.7,55.0,251.0
55.0,167.8,64,20.3,81.0,141.0,39.9,16.0,19.0,195.0
26.0,187.9,95,12.4,95.0,150.0,53.2,19.3,47.0,227.0
45.0,176.6,58,11.2,86.0,147.0,41.8,27.4,41.0,209.0
22.0,155.6,47,22.0,63.0,98.0,21.7,26.0,44.0,171.0
22.0,165.2,62,18.0,76.0,115.0,43.1,22.0,55.0,232.0
60.0,175.7,95,28.4,95.0,157.0,49.5,9.0,28.0,189.0
62.0,170.8,79,27.9,74.0,124.0,32.2,15.2,36.0,154.0
25.0,167.2,69,22.4,77.0,133.0,44.4,23.8,60.0,215.0
25.0,148.7,51,38.6,83.0,117.0,25.6,23.6,37.0,168.0
30.0,181.3,97,24.2,88.0,145.0,63.6,19.6,51.0,245.0
25.0,178.7,63,15.2,74.0,122.0,29.7,1.5,33.0,214.0
24.0,175.7,73,22.1,88.0,128.0,35.0,11.8,56.0,198.0
61.0,176.5,75,19.5,79.0,133.0,46.1,12.8,32.0,193.0
60.0,171.7,71,23.1,87.0,146.0,45.6,14.8,29.0,180.0
22.0,161.8,58,28.3,72.0,133.0,30.1,26.6,44.0,198.0
46.0,160.6,67,34.1,87.0,145.0,27.1,19.8,47.0,185.0
41.0,178.8,82,22.5,91.0,146.0,55.1,17.36,39.0,236.0
24.0,159.8,57,30.3,92.0,125.0,30.3,12.4,32.0,176.0
58.0,150.0,55,34.1,95.0,155.0,22.6,17.5,18.0,120.0
24.0,178.5,95,26.0,72.0,132.0,59.6,0.7,53.0,185.0
56.0,153.3,51,28.3,93.0,111.0,24.8,21.2,29.0,158.0
40.0,176.9,72,25.3,72.4,137.0,43.1,14.5,44.0,196.0
39.0,170.5,71,29.8,78.0,121.0,42.3,12.5,44.0,185.0
23.0,161.0,58,31.1,77.0,127.0,30.3,19.1,43.0,203.0
62.0,156.3,67,41.6,99.0,159.0,25.0,-1.5,0.0,129.0
30.0,173.7,71,25.2,92.0,140.0,39.0,17.4,43.0,213.0
25.0,176.5,80,17.2,83.0,128.0,47.5,26.0,53.0,231.0
29.0,160.8,78,38.2,94.0,135.0,32.0,14.0,31.0,128.0
35.0,180.3,77,13.6,59.0,115.0,41.5,11.1,44.0,210.0
60.0,166.8,56,18.3,77.0,142.0,23.7,21.8,31.0,123.0
24.0,165.8,82,42.7,85.0,133.0,26.3,6.6,15.0,97.0
40.0,170.8,68,23.1,79.0,133.0,28.8,-1.0,43.0,204.0
37.0,175.0,63,17.1,76.0,113.0,40.7,9.1,41.0,220.0
23.0,176.6,76,19.9,77.0,126.0,40.2,4.7,29.0,208.0
55.0,156.4,52,32.8,99.0,155.0,19.8,24.1,34.0,134.0
37.0,165.4,71,17.5,68.0,108.0,39.6,10.7,45.0,221.0
48.0,164.0,65,35.6,91.0,146.0,23.7,24.1,40.0,142.0
23.0,168.4,62,14.3,77.0,113.0,48.2,17.8,49.0,208.0
56.0,172.2,69,21.1,81.0,121.0,44.0,11.0,34.0,193.0
38.0,178.4,83,14.6,64.0,118.0,44.8,20.7,41.0,226.0
59.0,167.9,64,21.9,75.0,116.0,41.2,14.4,36.0,201.0
23.0,165.4,51,26.4,71.0,115.0,21.9,25.5,38.0,140.0
30.0,169.3,66,34.2,96.0,140.0,29.0,14.8,42.0,186.0
32.0,158.9,49,21.8,71.0,118.0,24.3,30.5,42.0,202.0
27.0,171.2,73,19.3,60.0,113.0,56.9,8.4,45.0,209.0
42.0,175.6,95,46.2,89.0,142.0,38.1,-5.5,15.0,62.0
50.0,172.5,81,22.8,88.0,128.0,50.2,20.9,40.0,214.0
33.0,174.9,80,23.5,79.0,131.0,50.7,19.3,53.0,233.0
43.0,173.3,64,14.4,78.0,154.0,60.1,20.0,48.0,238.0
62.0,168.4,71,15.7,73.0,157.0,42.7,17.1,45.0,213.0
27.0,156.5,60,32.3,81.0,145.0,21.4,21.3,34.0,160.0
53.0,155.5,49,28.6,95.0,142.0,23.3,24.9,34.0,126.0
56.0,156.1,53,33.3,80.0,131.0,23.0,17.1,22.0,119.0
