age,gender,height_cm,weight_kg,body fat_%,diastolic,systolic,gripForce,sit and bend forward_cm,sit-ups counts,broad jump_cm,class
29.0,F,164.0,53.9,20.3,70.0,116.0,31.3,19.4,49.0,194.0,A
24.0,M,164.9,57.4,14.2,81.0,154.0,37.1,13.9,45.0,226.0,C
33.0,M,174.0,74.7,23.8,80.0,154.0,42.2,6.4,49.0,213.0,C
36.0,F,162.5,57.8,27.6,99.0,158.0,29.4,19.5,43.0,183.0,A
23.0,M,168.6,74.3,18.3,77.0,135.0,47.4,8.1,57.0,220.0,C
29.0,M,175.8,75.2,17.7,74.0,149.0,36.9,21.8,44.0,246.0,C
32.0,M,175.0,59.7,15.2,75.0,131.0,36.8,12.2,47.0,214.0,B
26.0,M,177.5,77.84,19.5,66.0,130.0,49.2,20.3,60.0,242.0,A
58.0,F,155.0,49.4,32.1,72.0,130.0,23.0,18.1,30.0,133.0,B
60.0,M,177.6,69.3,28.3,81.0,159.0,38.8,11.3,29.0,146.0,C
31.0,M,169.6,78.9,22.8,95.0,120.0,46.3,11.5,52.0,219.0,B
25.0,F,164.2,56.0,29.5,61.0,114.0,27.1,21.6,28.0,159.0,D
25.0,M,174.8,70.5,12.6,71.0,108.0,58.4,22.5,64.0,275.0,A
21.0,M,172.9,73.6,21.0,81.0,128.0,39.0,11.4,52.0,214.0,C
45.0,F,160.9,80.9,47.7,80.0,128.0,28.4,-4.5,2.0,86.0,D
27.0,M,175.9,64.9,18.1,69.0,129.0,49.6,18.5,58.0,211.0,B
37.0,F,160.5,74.9,36.4,93.0,126.0,33.9,17.8,18.0,161.0,D
36.0,F,156.1,67.6,35.9,91.0,159.0,27.5,12.4,24.0,156.0,D
25.0,M,171.4,73.9,10.2,68.0,136.0,51.9,27.6,60.0,269.0,A
32.0,M,172.2,70.5,20.2,76.0,127.0,50.2,15.7,46.0,207.0,B
23.0,F,163.7,58.0,25.6,62.0,103.0,28.5,22.1,43.0,182.0,A
43.0,F,164.1,64.7,30.3,68.0,114.0,26.7,13.5,27.0,174.0,C
60.0,M,168.2,66.9,24.4,81.0,155.0,40.3,22.6,31.0,194.0,A
29.0,F,159.0,49.6,33.1,80.0,120.0,23.4,10.5,26.0,138.0,C
46.0,M,176.8,89.5,25.7,89.0,145.0,43.5,-0.7,49.0,211.0,D
26.0,F,159.3,50.5,23.4,80.0,118.0,27.9,24.4,30.0,138.0,C
34.0,M,172.0,69.4,13.88621,92.0,144.0,44.9,15.4,64.0,257.0,A
53.0,M,166.4,55.8,17.2,80.0,126.0,31.4,14.3,25.0,203.0,D
30.0,M,170.2,69.6,16.4,86.0,130.0,44.7,9.7,45.0,191.0,C
32.0,M,173.6,68.5,16.5,79.0,138.0,44.8,25.8,60.0,229.0,A
27.0,M,178.0,85.7,20.0,94.0,143.0,52.0,23.3,54.0,209.0,B
29.0,M,173.7,87.5,19.8,58.0,105.0,67.1,12.5,47.0,240.0,B
24.0,F,169.1,50.4,25.9,61.0,116.0,21.4,33.3,26.0,182.0,C
53.0,F,157.0,63.3,31.8,82.0,130.0,24.0,11.1,18.0,153.0,D
25.0,F,163.1,60.9,31.2,72.0,119.0,25.8,24.9,40.0,163.0,B
28.0,M,170.5,70.4,17.1,83.0,144.0,39.4,19.2,52.0,223.0,A
61.0,F,155.4,59.8,38.7,89.0,147.0,25.3,19.1,2.0,119.0,D
35.0,M,172.3,72.3,28.3,80.0,120.0,42.8,19.1,47.0,215.0,B
28.0,M,174.2,70.0,11.7,78.0,117.0,41.1,18.2,60.0,245.0,A
50.0,M,170.0,64.5,20.5,80.0,118.0,39.6,7.6,33.0,155.0,C
52.0,M,170.8,67.9,21.5,82.0,137.0,44.2,9.4,32.0,210.0,B
23.0,M,177.3,76.6,23.3,73.0,125.0,34.3,17.6,44.0,180.0,C
28.0,F,157.4,48.6,19.6,71.0,120.0,32.3,18.5,39.0,169.0,A
44.0,M,170.4,71.0,19.7,79.0,141.0,51.0,11.0,50.0,225.0,B
31.0,M,181.4,85.4,24.7,78.0,138.0,48.5,12.9,63.0,226.0,B
37.0,F,164.8,72.7,31.4,52.0,101.0,32.2,25.0,38.0,155.0,A
41.0,M,170.3,69.2,24.4,97.0,151.0,43.1,14.5,43.0,217.0,B
33.0,M,171.0,79.3,21.1,91.0,139.0,50.6,15.3,58.0,216.0,B
34.0,M,173.6,72.3,19.8,78.0,138.0,52.0,16.2,40.0,208.0,C
24.0,F,166.8,43.8,23.1,80.0,110.0,23.6,24.6,34.0,187.0,B
26.0,M,172.0,74.9,26.3,72.0,121.0,40.3,21.1,62.0,207.0,A
40.0,M,169.1,74.6,22.1,65.0,115.0,16.7,7.8,48.0,214.0,C
39.0,M,170.6,76.54,22.0,80.0,120.0,48.4,13.9,43.0,218.0,B
21.0,F,159.5,48.4,24.5,73.0,120.0,23.4,25.1,42.0,180.0,C
27.0,M,171.4,74.9,24.4,76.0,137.0,51.4,16.0,36.0,212.0,D
64.0,M,163.9,58.4,19.1,81.0,131.0,31.1,-13.3,24.0,168.0,D
53.0,F,150.7,47.6,28.7,79.0,128.0,22.9,10.9,10.0,119.0,D
26.0,F,154.9,58.92,31.8,99.0,147.0,30.3,19.6,43.0,133.0,A
58.0,F,146.2,51.7,3.5,48.0,152.0,25.1,15.4,13.0,110.0,D
34.0,F,162.5,46.7,18.4,61.0,125.0,18.7,17.1,26.0,145.0,B
41.0,F,164.4,62.7,28.0,91.0,146.0,33.9,19.0,30.0,180.0,B
57.0,M,174.3,78.1,17.9,74.0,137.0,48.1,10.0,42.0,199.0,B
34.0,M,182.1,79.1,22.9,75.0,125.0,40.8,9.9,35.0,204.0,C
43.0,F,166.4,59.2,34.1,91.0,134.0,23.1,-1.0,22.0,130.0,D
22.0,M,168.0,55.1,6.2,90.0,131.0,39.8,27.4,60.0,230.0,A
26.0,M,179.0,81.6,18.1,88.0,158.0,57.6,13.3,51.0,237.0,B
21.0,M,175.8,78.8,19.7,61.0,110.0,54.2,19.6,51.0,230.0,B
64.0,F,158.6,60.2,33.7,67.0,131.0,24.0,17.2,6.0,138.0,D
39.0,F,155.5,52.8,30.9,99.0,130.0,24.0,14.7,22.0,150.0,C
61.0,M,162.1,71.7,27.8,87.0,144.0,36.2,22.8,37.0,200.0,B
39.0,M,167.1,65.1,15.5,87.0,135.0,34.9,14.3,34.0,214.0,C
55.0,M,167.2,76.1,31.7,96.0,144.0,41.8,5.0,23.0,177.0,D
23.0,M,170.8,74.1,20.0,65.0,116.0,46.0,21.2,48.0,255.0,B
37.0,F,158.7,61.74,38.0,76.0,130.0,26.5,21.5,30.0,147.0,C
27.0,M,172.6,64.0,19.0,87.0,148.0,29.9,6.3,39.0,199.0,C
37.0,M,169.8,63.1,22.2,76.0,137.0,46.4,6.6,48.0,229.0,C
21.0,F,163.1,53.0,28.3,69.0,124.0,20.3,26.6,33.0,138.0,D
34.0,M,172.6,68.2,21.2,97.0,155.0,46.4,26.1,51.0,217.0,C
28.0,M,177.2,81.2,17.5,84.0,141.0,48.4,11.7,56.0,226.0,B
21.0,M,173.0,81.0,26.4,70.0,130.0,47.2,6.1,41.0,195.0,D
22.0,M,173.8,92.5,24.5,91.0,157.0,51.2,16.5,60.0,215.0,C
64.0,F,144.1,54.8,37.4,76.0,136.0,17.5,3.4,0.0,60.0,D
46.0,M,171.6,55.5,14.6,88.0,147.0,45.2,14.5,43.0,210.0,B
21.0,F,156.8,48.08,22.3,74.0,107.0,23.1,20.4,28.0,162.0,C
21.0,F,159.6,45.9,25.8,76.0,118.0,23.7,20.7,45.0,194.0,A
57.0,F,159.3,55.6,31.1,64.0,115.0,23.0,4.8,15.0,139.0,D
22.0,M,176.8,59.66,13.2,86.0,147.0,37.2,6.2,49.0,198.0,C
27.0,M,179.3,74.5,20.6,86.0,118.0,46.6,22.6,55.0,240.0,A
55.0,M,162.1,69.3,24.9,81.0,147.0,35.1,22.0,30.0,190.0,C
60.0,M,167.4,63.2,16.4,90.0,146.0,38.3,11.9,31.0,185.0,A
28.0,F,158.0,49.1,24.2,84.0,134.0,28.3,10.6,26.0,185.0,C
44.0,M,170.1,64.3,19.0,82.0,143.0,45.3,14.4,29.0,221.0,D
41.0,F,160.6,58.8,24.4,79.0,139.0,34.4,22.1,37.0,161.0,C
24.0,F,159.6,42.54,26.1,52.0,99.0,20.2,15.0,43.0,165.0,B
26.0,M,179.7,75.8,20.5,93.0,154.0,60.0,16.4,52.0,234.0,B
28.0,M,175.5,73.1,23.4,78.0,128.0,46.1,12.6,41.0,227.0,C
31.0,F,167.1,59.2,26.6,73.0,113.0,27.3,14.4,22.0,138.0,C
27.0,F,158.6,56.52,30.9,74.0,117.0,32.8,19.2,35.0,180.0,A
49.0,F,154.1,50.7,26.7,90.0,121.0,24.2,20.5,34.0,151.0,A
32.0,M,179.9,77.7,15.2,66.0,126.0,55.6,17.3,60.0,208.0,B
49.0,F,165.5,62.2,36.8,69.0,112.0,24.6,16.0,26.0,130.0,C
35.0,M,175.0,83.0,24.7,81.0,138.0,35.3,15.4,51.0,206.0,C
26.0,M,170.3,72.8,15.3,75.0,123.0,48.1,17.2,58.0,266.0,A
23.0,M,165.6,63.3,18.1,67.0,126.0,40.4,28.6,52.0,186.0,B
25.0,F,148.0,46.2,23.2,83.0,121.0,21.7,16.2,33.0,168.0,B
57.0,M,171.0,78.1,29.1,98.0,152.0,36.2,10.5,17.0,163.0,D
30.0,M,170.2,62.5,14.0,74.0,138.0,42.6,21.9,59.0,238.0,A
28.0,M,181.7,91.76,11.7,86.0,156.0,60.1,21.1,58.0,245.0,A
46.0,M,170.9,74.36,19.6,96.0,135.0,51.4,7.3,39.0,209.0,C
39.0,F,167.1,64.48,18.4,74.0,125.0,21.7,29.4,33.0,143.0,D
26.0,M,172.9,71.4,14.4,81.0,143.0,50.3,18.3,58.0,260.0,A
25.0,M,171.6,71.1,19.2,83.0,120.0,53.9,19.6,60.0,247.0,A
33.0,M,174.4,76.8,26.9,95.0,155.0,49.0,17.6,47.0,235.0,B
24.0,M,178.4,71.8,15.1,99.0,138.0,46.6,10.7,54.0,251.0,C
25.0,M,181.8,80.9,31.1,92.0,130.0,33.5,14.5,41.0,245.0,D
27.0,M,170.1,100.0,37.7,94.0,143.0,34.8,3.8,12.0,156.0,D
26.0,F,158.3,53.1,26.5,87.0,139.0,19.1,22.2,42.0,161.0,A
25.0,M,168.7,74.0,21.4,82.0,130.0,39.7,14.1,45.0,158.0,C
46.0,M,171.8,55.8,11.0,76.0,118.0,38.6,14.1,41.0,216.0,A
44.0,F,154.0,65.1,36.4,84.0,130.0,27.9,23.9,0.0,112.0,D
23.0,F,160.7,62.4,30.2,64.0,110.0,23.3,19.4,44.0,132.0,C
21.0,F,161.7,55.0,22.4,64.0,109.0,22.9,21.6,48.0,190.0,A
29.0,M,184.0,81.8,8.5,68.0,131.0,54.8,22.1,62.0,248.0,A
26.0,M,166.1,66.5,16.3,66.0,116.0,43.1,17.5,55.0,210.0,B
38.0,F,169.0,53.3,19.8,76.0,102.0,23.1,28.1,32.0,149.0,A
48.0,M,176.9,78.1,17.8,88.0,141.0,48.7,14.2,46.0,237.0,A
51.0,M,178.9,81.4,21.8,89.0,156.0,49.0,11.7,29.0,207.0,C
37.0,M,167.4,84.5,35.4,82.0,108.0,38.8,2.0,36.0,200.0,D
42.0,M,169.1,69.0,21.5,90.0,143.0,44.7,18.2,34.0,206.0,C
63.0,M,175.2,75.4,24.0,91.0,158.0,48.5,12.1,31.0,162.0,B
31.0,M,175.3,96.0,28.2,76.0,138.0,53.4,18.6,50.0,226.0,D
35.0,M,163.8,66.1,17.3,76.0,127.0,42.4,18.8,65.0,202.0,A
32.0,F,164.0,51.4,31.2,82.0,124.0,20.1,20.4,25.0,130.0,C
62.0,M,161.2,63.8,25.9,95.0,158.0,36.0,15.8,37.0,162.0,B
48.0,F,160.0,54.8,27.8,72.0,135.0,18.9,16.3,22.0,153.0,B
24.0,M,181.1,97.0,26.0,82.0,122.0,53.5,17.5,58.0,231.0,A
26.0,M,181.4,106.2,36.9,85.0,126.0,33.9,-19.0,20.0,188.0,D
23.0,F,163.6,64.0,33.0,81.0,134.0,28.5,18.5,47.0,180.0,D
23.0,F,163.9,53.2,25.5,76.0,117.0,31.6,21.1,43.0,188.0,A
30.0,M,183.1,85.9,21.2,72.0,118.0,59.0,17.1,57.0,257.0,A
42.0,M,177.4,76.7,22.4,80.0,150.0,41.0,10.6,57.0,209.0,C
26.0,M,173.3,72.1,24.1,77.0,129.0,38.1,16.6,38.0,191.0,C
29.0,M,176.7,71.5,15.5,75.0,121.0,42.2,27.5,60.0,248.0,A
26.0,M,177.2,70.1,12.2,70.0,120.0,46.3,5.7,51.0,226.0,C
30.0,M,176.9,81.6,4.7,70.0,126.0,65.0,14.0,49.0,234.0,B
27.0,F,164.6,60.5,28.1,79.0,127.0,28.7,18.8,36.0,151.0,C
25.0,F,159.9,54.1,24.4,70.0,117.0,25.3,21.9,38.0,161.0,A
21.0,M,168.7,80.3,22.6,68.0,131.0,40.3,18.8,48.0,244.0,C
28.0,M,172.2,71.52,17.0,78.0,126.0,44.3,4.8,37.0,214.0,D
23.0,F,164.1,58.3,29.7,89.0,140.0,27.5,22.4,47.0,174.0,A
49.0,M,180.4,80.6,15.4,87.0,148.0,42.9,15.7,32.0,226.0,D
25.0,F,172.9,80.1,33.7,77.0,133.0,37.4,23.7,31.0,147.0,B
30.0,M,173.9,64.92,14.5,61.0,123.0,39.1,14.8,42.0,204.0,B
44.0,M,167.0,62.0,18.7,76.0,121.0,39.0,15.6,45.0,210.0,A
54.0,M,157.2,54.0,21.6,90.0,135.0,33.2,15.5,27.0,177.0,C
53.0,F,155.0,48.0,27.0,74.0,134.0,13.5,12.4,25.0,129.0,C
60.0,M,171.3,65.3,19.3,73.0,141.0,33.1,11.5,34.0,164.0,B
29.0,M,176.4,95.4,21.1,85.0,142.0,70.5,19.4,56.0,220.0,A
36.0,M,174.8,77.5,23.1,87.0,131.0,35.6,6.8,29.0,210.0,D
32.0,M,176.2,81.6,21.0,79.0,130.0,53.3,14.9,69.0,232.0,B
49.0,M,163.0,78.8,37.5,73.0,123.0,23.6,-14.7,0.0,84.0,D
32.0,M,172.0,82.66,15.1,82.0,144.0,46.5,11.1,45.0,228.0,B
23.0,M,179.3,75.7,20.2,86.0,158.0,47.2,8.1,54.0,209.0,C
29.0,M,172.9,78.1,21.3,80.0,132.0,44.2,12.6,43.0,194.0,C
55.0,M,162.4,64.38,21.2,85.0,143.0,39.3,10.1,28.0,124.0,C
23.0,M,175.0,91.5,32.5,69.0,137.0,43.4,2.4,30.0,200.0,D
22.0,F,161.8,56.0,21.8,63.0,109.0,27.5,21.4,62.0,185.0,A
55.0,F,160.2,54.0,26.3,90.0,135.0,28.4,23.3,20.0,149.0,A
51.0,M,170.8,70.1,24.1,85.0,122.0,38.9,18.4,41.0,213.0,A
39.0,F,163.3,61.8,23.5,79.0,134.0,30.7,22.8,35.0,175.0,A
22.0,M,183.0,83.9,24.4,93.0,149.0,39.1,1.7,45.0,217.0,D
22.0,M,170.2,78.6,22.6,77.0,123.0,45.4,14.6,57.0,210.0,C
24.0,M,171.0,75.6,25.5,92.0,145.0,36.8,-11.4,36.0,190.0,D
25.0,M,171.9,71.4,26.2,91.0,150.0,35.8,5.8,43.0,208.0,C
28.0,M,171.5,72.9,19.5,71.0,122.0,45.8,23.0,52.0,219.0,A
52.0,M,176.2,90.9,22.6,90.0,138.0,58.5,8.3,44.0,193.0,C
25.0,M,174.7,59.3,12.0,69.0,113.0,38.4,3.4,43.0,219.0,D
50.0,F,150.9,49.5,26.3,67.0,109.0,19.4,11.9,24.0,132.0,C
29.0,M,178.2,80.3,16.4,90.0,146.0,53.5,19.8,59.0,236.0,A
36.0,M,165.3,77.1,21.1,87.0,144.0,50.0,26.1,58.0,249.0,A
47.0,F,161.2,63.0,28.8,77.0,132.0,24.7,11.4,21.0,156.0,D
50.0,M,178.5,89.4,22.5,77.0,126.0,42.3,9.9,35.0,209.0,C
42.0,M,168.6,74.1,19.8,90.0,149.0,33.2,21.5,34.0,232.0,C
34.0,M,171.3,69.0,10.0,67.0,125.0,35.3,16.4,38.0,212.0,C
39.0,M,171.7,67.3,19.5,78.0,124.0,46.6,7.2,45.0,218.0,C
35.0,M,180.7,74.5,19.2,81.0,117.0,30.9,8.4,41.0,185.0,C
36.0,M,173.4,86.4,27.8,94.0,141.0,48.5,8.4,46.0,222.0,D
39.0,M,177.0,74.3,25.6,72.0,121.0,43.8,10.2,44.0,211.0,B
23.0,M,177.1,66.0,20.4,80.0,139.0,36.9,8.0,40.0,190.0,D
37.0,F,165.1,51.4,26.7,77.0,124.0,24.4,25.2,26.0,132.0,B
26.0,M,176.4,87.56,26.0,80.0,120.0,50.1,12.6,38.0,239.0,D
61.0,M,163.2,74.9,32.1,65.0,124.0,36.0,1.3,15.0,146.0,D
26.0,M,171.9,65.2,12.3,71.0,121.0,44.9,23.0,59.0,226.0,A
61.0,F,166.6,55.5,31.5,80.0,156.0,22.8,31.3,31.0,154.0,A
63.0,M,170.5,69.5,17.6,83.0,123.0,35.6,6.1,44.0,182.0,C
21.0,F,160.2,51.0,28.2,78.0,117.0,22.6,20.6,57.0,206.0,B
33.0,M,174.6,77.7,20.3,79.0,123.0,49.8,14.9,47.0,251.0,A
32.0,M,170.4,73.6,18.9,76.0,131.0,45.8,22.2,49.0,217.0,B
62.0,F,163.4,56.7,34.5,82.0,132.0,22.8,19.6,21.0,124.0,A
21.0,F,166.9,67.8,27.2,77.0,119.0,31.9,25.1,24.0,186.0,C
38.0,M,186.0,94.6,16.1,98.0,159.0,58.8,15.0,55.0,245.0,A
33.0,M,172.1,65.3,19.1,87.0,142.0,37.9,-12.1,37.0,183.0,D
21.0,F,153.0,44.7,30.5,74.0,115.0,21.1,28.3,47.0,152.0,A
37.0,F,152.2,49.2,24.92761,86.0,112.0,18.3,1.7,31.0,133.0,D
21.0,M,173.3,68.0,12.9,66.0,112.0,41.0,10.5,53.0,153.0,C
47.0,M,174.8,80.4,33.0,82.0,136.0,45.3,0.7,28.0,201.0,D
56.0,M,154.9,55.6,26.1,94.0,156.0,24.5,8.5,41.0,163.0,C
21.0,M,173.7,74.2,22.7,65.0,114.0,43.9,19.7,45.0,240.0,C
21.0,F,157.9,58.7,32.0,76.0,131.0,30.7,29.1,40.0,177.0,A
28.0,F,175.0,70.5,30.0,75.0,131.0,33.2,25.9,37.0,163.0,A
54.0,F,162.9,63.9,28.3,61.0,104.0,25.6,11.5,29.0,90.0,D
39.0,F,162.5,51.9,28.3,64.0,96.0,28.7,8.4,16.0,164.0,D
25.0,M,174.7,72.1,15.5,85.0,129.0,43.9,20.2,57.0,242.0,A
41.0,M,179.0,85.7,25.6,91.0,152.0,48.7,-10.4,26.0,189.0,D
25.0,M,171.7,70.3,24.5,89.0,151.0,36.1,6.7,53.0,204.0,C
31.0,M,171.5,67.1,19.2,91.0,146.0,41.0,17.8,51.0,214.0,B
45.0,M,182.5,80.5,19.8,86.0,139.0,48.3,6.2,36.0,235.0,C
25.0,M,178.0,74.8,19.1,70.0,118.0,44.6,16.4,59.0,225.0,B
30.0,M,173.9,76.64,20.8,68.0,119.0,50.0,25.9,59.0,247.0,A
23.0,F,157.9,52.2,34.1,75.0,102.0,27.6,15.8,25.0,100.0,D
26.0,F,167.2,58.16,20.9,87.0,126.0,32.6,20.5,36.0,155.0,A
23.0,F,172.4,86.9,40.5,61.0,111.0,29.2,8.4,30.0,152.0,D
24.0,M,175.9,85.3,22.7,91.0,138.0,56.4,14.6,58.0,220.0,B
56.0,M,172.1,65.7,22.5,90.0,140.0,40.1,18.2,35.0,170.0,B
53.0,F,166.2,56.1,32.7,77.0,121.0,24.9,19.6,31.0,137.0,B
60.0,M,166.2,76.28,27.2,75.0,143.0,43.1,13.9,38.0,187.0,B
21.0,F,176.2,56.9,21.1,84.0,126.0,29.1,30.0,42.0,180.0,A
58.0,F,155.3,58.2,32.0,86.0,154.0,22.7,20.4,24.0,136.0,A
21.0,M,176.2,71.6,9.4,72.0,128.0,45.63,13.0,65.0,265.0,B
46.0,M,169.2,69.9,23.6,98.0,153.0,30.0,12.0,40.0,192.0,C
29.0,M,175.6,96.7,32.9,85.0,140.0,51.6,5.3,40.0,227.0,D
24.0,M,177.5,76.4,24.1,86.0,159.0,39.7,11.6,48.0,181.0,D
30.0,F,158.2,52.9,27.8,74.0,137.0,26.9,23.9,32.0,172.0,B
28.0,F,166.4,51.7,24.1,78.0,117.0,24.0,20.6,31.0,147.0,B
26.0,M,165.2,67.2,23.1,86.0,126.0,40.4,18.1,55.0,236.0,A
22.0,F,165.7,57.0,20.1,61.0,113.0,21.3,12.7,40.0,194.0,C
27.0,M,181.1,97.1,18.1,85.0,138.0,39.7,-18.4,39.0,167.0,D
34.0,F,147.8,46.5,30.7,58.0,114.0,18.7,18.7,24.0,68.0,C
60.0,M,176.5,83.6,24.4,58.0,138.0,40.5,7.2,31.0,180.0,C
23.0,F,165.4,47.4,18.4,56.0,99.0,25.7,20.8,36.0,202.0,A
30.0,M,178.3,78.7,18.0,73.0,139.0,48.6,15.0,43.0,233.0,B
34.0,M,176.7,83.6,25.6,81.0,129.0,44.6,-12.5,41.0,215.0,D
21.0,M,168.4,67.5,23.2,74.0,122.0,34.0,13.2,48.0,166.0,C
22.0,M,174.4,70.5,24.4,80.0,137.0,40.7,15.2,46.0,225.0,C
59.0,F,162.8,57.94,30.9,78.0,123.0,26.9,6.2,18.0,137.0,D
35.0,F,168.5,81.4,38.3,64.0,121.0,29.7,21.1,25.0,156.0,D
24.0,F,171.2,65.92,28.5,62.0,115.0,26.8,5.7,30.0,131.0,D
28.0,M,172.2,71.9,23.0,75.0,144.0,46.9,10.9,46.0,211.0,C
28.0,F,166.6,61.0,32.6,64.0,103.0,21.2,15.9,29.0,154.0,C
30.0,M,185.5,76.4,12.6,74.0,129.0,41.0,8.7,39.0,183.0,C
47.0,F,155.5,49.2,20.8,71.0,115.0,25.1,23.4,55.0,166.0,A
39.0,F,160.6,69.1,39.5,73.0,126.0,24.9,15.5,30.0,152.0,D
32.0,M,171.1,55.4,10.06304,80.0,134.0,40.5,15.4,49.0,229.0,A
39.0,F,164.9,52.3,15.7,53.0,91.0,22.2,12.7,32.0,185.0,C
33.0,M,169.3,75.4,21.7,77.0,136.0,37.6,9.2,43.0,209.0,D
30.0,M,184.0,87.0,19.6,82.0,126.0,57.0,17.5,52.0,252.0,A
24.0,F,158.3,52.3,32.8,72.0,120.0,26.6,18.0,43.0,170.0,B
60.0,M,159.0,64.8,26.3,78.0,123.0,40.3,13.9,31.0,185.0,A
26.0,F,169.9,53.72,18.3,65.0,123.0,20.0,14.0,45.0,205.0,B
44.0,F,170.3,76.5,30.3,83.0,123.0,39.2,16.5,12.0,140.0,D
21.0,M,177.7,63.4,12.1,71.0,132.0,40.2,13.5,53.0,230.0,B
58.0,M,175.0,73.8,22.2,74.0,120.0,45.1,9.5,33.0,197.0,C
22.0,M,187.3,109.3,39.3,79.0,141.0,36.2,17.5,1.0,211.0,D
28.0,M,177.7,83.2,18.2,94.0,143.0,46.0,16.7,59.0,226.0,B
31.0,M,176.5,85.4,32.0,96.0,159.0,46.2,3.7,44.0,175.0,D
22.0,M,171.4,59.9,14.9,75.0,136.0,37.8,9.4,50.0,199.0,C
28.0,M,164.6,70.8,20.8,94.0,135.0,48.2,15.5,56.0,212.0,A
23.0,F,163.0,63.9,27.9,75.0,125.0,31.5,29.5,43.0,174.0,A
50.0,F,159.9,59.5,25.2,84.0,140.0,28.7,25.8,32.0,170.0,A
42.0,M,180.5,79.8,23.6,91.0,137.0,40.7,-3.9,21.0,194.0,D
23.0,F,158.3,61.2,31.9,85.0,129.0,33.6,28.5,42.0,180.0,A
58.0,M,170.9,59.3,12.9,60.0,105.0,41.9,13.8,28.0,197.0,C
39.0,M,175.5,72.82,13.4,80.0,120.0,46.9,6.8,45.0,201.0,C
24.0,F,159.3,72.4,42.1,88.0,131.0,1.6,16.4,39.0,139.0,D
22.0,F,161.5,48.9,18.3,71.0,110.0,23.0,19.3,55.0,160.0,B
57.0,M,175.8,59.8,18.8,99.0,158.0,37.8,11.8,33.0,180.0,B
22.0,M,166.8,57.9,13.0,96.0,126.0,33.0,8.1,47.0,225.0,C
64.0,M,170.0,65.9,19.2,97.0,157.0,35.8,5.8,22.0,162.0,C
22.0,F,161.8,52.4,20.3,70.0,125.0,26.9,25.6,67.0,192.0,A
55.0,F,148.6,52.3,37.5,89.0,140.0,20.5,15.0,24.0,105.0,C
33.0,M,167.4,62.0,15.2,99.0,132.0,44.5,18.0,58.0,183.0,B
59.0,F,162.7,49.0,20.3,67.0,130.0,24.8,14.5,0.0,130.0,D
23.0,F,167.8,59.42,21.3,65.0,115.0,23.6,23.7,40.0,176.0,B
59.0,M,166.1,68.8,25.9,83.0,158.0,43.1,19.2,23.0,153.0,C
29.0,M,170.4,68.0,10.5,70.0,139.0,40.3,24.6,57.0,235.0,A
29.0,M,176.9,63.1,11.3,74.0,130.0,37.3,12.1,44.0,244.0,C
27.0,M,173.7,73.3,10.9,52.0,114.0,48.0,10.1,60.0,242.0,B
35.0,M,180.1,98.3,30.3,85.0,146.0,45.3,7.1,54.0,184.0,D
28.0,M,175.6,76.9,20.6,68.0,110.0,53.2,8.7,57.0,217.0,C
24.0,M,172.4,60.1,18.5,75.0,143.0,32.9,-2.4,48.0,186.0,D
23.0,M,171.5,92.2,33.4,88.0,107.0,46.9,21.8,30.0,222.0,D
52.0,F,154.1,60.1,33.0,85.0,154.0,27.0,24.2,25.0,141.0,A
50.0,F,160.4,67.5,36.4,61.0,115.0,31.2,17.4,25.0,137.0,B
39.0,M,176.1,73.0,19.8,99.0,155.0,42.9,17.8,36.0,217.0,C
24.0,M,169.6,67.2,16.4,60.0,110.0,43.7,2.4,32.0,207.0,D
55.0,M,167.3,78.0,27.8,78.0,136.0,42.5,8.2,30.0,148.0,D
41.0,M,171.7,73.0,23.5,79.0,121.0,40.4,17.8,32.0,202.0,C
21.0,F,164.5,44.6,19.4,69.0,108.0,23.6,15.1,33.0,169.0,B
40.0,M,174.5,77.7,29.3,82.0,123.0,29.3,8.4,35.0,159.0,D
25.0,M,177.8,68.5,17.0,98.0,146.0,40.9,19.0,41.0,191.0,C
22.0,F,167.9,66.7,33.1,87.0,136.0,33.3,27.7,51.0,176.0,A
36.0,M,172.3,87.5,29.6,80.0,137.0,40.6,12.5,41.0,200.0,B
37.0,F,170.6,83.7,33.9,79.0,137.0,34.7,17.2,51.0,159.0,B
25.0,F,161.5,67.5,30.0,85.0,122.0,28.0,11.7,39.0,112.0,C
24.0,F,158.5,51.5,28.9,74.0,130.0,25.9,17.6,50.0,153.0,B
44.0,F,161.2,54.4,22.4,74.0,150.0,27.0,18.9,42.0,159.0,C
23.0,M,182.3,80.3,18.9,72.0,114.0,44.0,3.0,31.0,175.0,D
52.0,M,171.7,73.96,28.3,81.0,129.0,41.9,1.2,31.0,184.0,D
29.0,F,161.6,56.1,28.2,81.0,140.0,30.5,13.3,40.0,181.0,C
33.0,M,164.6,63.1,13.6,83.0,142.0,49.9,20.0,64.0,240.0,A
21.0,M,167.5,63.4,12.4,85.0,134.0,40.4,15.7,59.0,234.0,B
23.0,F,165.6,58.6,32.0,74.0,117.0,29.3,13.7,24.0,156.0,C
61.0,F,157.6,56.9,36.5,88.0,159.0,21.7,20.8,20.0,121.0,A
24.0,M,167.2,56.1,13.3,69.0,110.0,32.8,24.4,52.0,229.0,B
32.0,M,175.9,77.9,20.7,63.0,123.0,54.6,14.9,40.0,226.0,C
44.0,M,165.4,59.7,18.6,81.0,117.0,33.6,12.2,48.0,225.0,B
